name,class,attribute,value
USA_Sol_YanceyvilleFar29488,Generator,Latitude,36.4394
USA_Sol_YanceyvilleFar29488,Generator,Longitude,-79.2789
USA_Sol_YanceyvilleFar29489,Generator,Latitude,36.4139
USA_Sol_YanceyvilleFar29489,Generator,Longitude,-79.3169
USA_Sol_YanceyvilleFar29490,Generator,Latitude,36.4286
USA_Sol_YanceyvilleFar29490,Generator,Longitude,-79.3489
USA_Sol_YardvilleSolar29494,Generator,Latitude,40.1688
USA_Sol_YardvilleSolar29494,Generator,Longitude,-74.6567
USA_Sol_YoloCountySol29507,Generator,Latitude,38.6597
USA_Sol_YoloCountySol29507,Generator,Longitude,-121.7294
USA_Sol_YorkRoadSolar29514,Generator,Latitude,35.2222
USA_Sol_YorkRoadSolar29514,Generator,Longitude,-81.3337
USA_Sol_ZVSolar129523,Generator,Latitude,34.8
USA_Sol_ZVSolar129523,Generator,Longitude,-79.2
USA_Sol_ZVSolar2LLC29524,Generator,Latitude,34.816
USA_Sol_ZVSolar2LLC29524,Generator,Longitude,-79.2
USA_Sol_ZVSolar3LLC29525,Generator,Latitude,34.8162
USA_Sol_ZVSolar3LLC29525,Generator,Longitude,-79.2002
USA_Sto_AEPBlufftonNa20897,Generator,Latitude,40.8928
USA_Sto_AEPBlufftonNa20897,Generator,Longitude,-83.8863
USA_Sto_AEPChurubusco20898,Generator,Latitude,41.2326
USA_Sto_AEPChurubusco20898,Generator,Longitude,-85.3149
USA_Sto_AEPMiltonNaS20900,Generator,Latitude,38.3622
USA_Sto_AEPMiltonNaS20900,Generator,Longitude,-82.1256
USA_Sto_AESADAEnergy20901,Generator,Latitude,40.1218
USA_Sto_AESADAEnergy20901,Generator,Longitude,-75.4172
USA_Sto_AESWarriorRun20910,Generator,Latitude,39.5931
USA_Sto_AESWarriorRun20910,Generator,Longitude,-78.7453
USA_Sto_BatteryEnergy21399,Generator,Latitude,64.8167
USA_Sto_BatteryEnergy21399,Generator,Longitude,-147.725
USA_Sto_BatteryUtility21400,Generator,Latitude,40.2603
USA_Sto_BatteryUtility21400,Generator,Longitude,-82.8331
USA_Sto_BeechRidgeEne21463,Generator,Latitude,38.0878
USA_Sto_BeechRidgeEne21463,Generator,Longitude,-80.4925
USA_Sto_BlueSummitSto21660,Generator,Latitude,34.299
USA_Sto_BlueSummitSto21660,Generator,Longitude,-99.399
USA_Sto_BorregoSprings21702,Generator,Latitude,33.2701
USA_Sto_BorregoSprings21702,Generator,Longitude,-116.3496
USA_Sto_CampbellIndust22068,Generator,Latitude,21.3064
USA_Sto_CampbellIndust22068,Generator,Longitude,-158.105
USA_Sto_CanyonCrestAc22090,Generator,Latitude,32.9591
USA_Sto_CanyonCrestAc22090,Generator,Longitude,-117.1916
USA_Sto_CedartownBatte22195,Generator,Latitude,34.041
USA_Sto_CedartownBatte22195,Generator,Longitude,-85.2233
USA_Sto_ChocksettRdEn22333,Generator,Latitude,42.4518
USA_Sto_ChocksettRdEn22333,Generator,Longitude,-71.7377
USA_Sto_ClintonBattery22423,Generator,Latitude,39.2959
USA_Sto_ClintonBattery22423,Generator,Longitude,-83.9608
USA_Sto_CoxBatteryEne22656,Generator,Latitude,37.135
USA_Sto_CoxBatteryEne22656,Generator,Longitude,-93.3244
USA_Sto_ElCajonEnergy23177,Generator,Latitude,32.8115
USA_Sto_ElCajonEnergy23177,Generator,Longitude,-117.0505
USA_Sto_ElwoodEnergyS23237,Generator,Latitude,41.8969
USA_Sto_ElwoodEnergyS23237,Generator,Longitude,-88.2227
USA_Sto_EscondidoEnerg23287,Generator,Latitude,33.1244
USA_Sto_EscondidoEnerg23287,Generator,Longitude,-117.1143
USA_Sto_ESSBatteryMic23085,Generator,Latitude,57.7992
USA_Sto_ESSBatteryMic23085,Generator,Longitude,-152.4042
USA_Sto_ETTPresidioNa23087,Generator,Latitude,29.5663
USA_Sto_ETTPresidioNa23087,Generator,Longitude,-104.3554
USA_Sto_FlywheelEnergy23489,Generator,Latitude,57.7801
USA_Sto_FlywheelEnergy23489,Generator,Longitude,-152.4438
USA_Sto_GlacierBattery23823,Generator,Latitude,48.888
USA_Sto_GlacierBattery23823,Generator,Longitude,-121.9462
USA_Sto_GlendaleBatter23836,Generator,Latitude,34.1623
USA_Sto_GlendaleBatter23836,Generator,Longitude,-118.2837
USA_Sto_GrandRidgeBat23918,Generator,Latitude,41.2269
USA_Sto_GrandRidgeBat23918,Generator,Longitude,-88.6836
USA_Sto_GreenMountain23993,Generator,Latitude,39.8514
USA_Sto_GreenMountain23993,Generator,Longitude,-79.0706
USA_Sto_HazleSpindle24211,Generator,Latitude,40.9495
USA_Sto_HazleSpindle24211,Generator,Longitude,-76.0474
USA_Sto_HMVMinsterEne24066,Generator,Latitude,40.3988
USA_Sto_HMVMinsterEne24066,Generator,Longitude,-84.3873
USA_Sto_HopewellValley24379,Generator,Latitude,40.328
USA_Sto_HopewellValley24379,Generator,Longitude,-74.8049
USA_Sto_IronHorseBatt24624,Generator,Latitude,32.0985
USA_Sto_IronHorseBatt24624,Generator,Longitude,-110.8191
USA_Sto_JakeEnergySto24682,Generator,Latitude,41.4887
USA_Sto_JakeEnergySto24682,Generator,Longitude,-88.1088
USA_Sto_KCPLSmartGrid24783,Generator,Latitude,39.0403
USA_Sto_KCPLSmartGrid24783,Generator,Longitude,-94.5712
USA_Sto_LaverneBattery25124,Generator,Latitude,43.6386
USA_Sto_LaverneBattery25124,Generator,Longitude,-96.39
USA_Sto_LockheedMartin25247,Generator,Latitude,43.1096
USA_Sto_LockheedMartin25247,Generator,Longitude,-76.1892
USA_Sto_LosAlamosPVS25295,Generator,Latitude,35.8756
USA_Sto_LosAlamosPVS25295,Generator,Longitude,-106.31
USA_Sto_McHenryBattery25588,Generator,Latitude,42.3314
USA_Sto_McHenryBattery25588,Generator,Longitude,-88.2744
USA_Sto_MESA125373,Generator,Latitude,47.9362
USA_Sto_MESA125373,Generator,Longitude,-122.2469
USA_Sto_MESA225374,Generator,Latitude,47.9727
USA_Sto_MESA225374,Generator,Longitude,-122.1987
USA_Sto_MillikanBESS25756,Generator,Latitude,33.691
USA_Sto_MillikanBESS25756,Generator,Longitude,-117.833
USA_Sto_MiraLomaEnerg25791,Generator,Latitude,34.0061
USA_Sto_MiraLomaEnerg25791,Generator,Longitude,-117.5609
USA_Sto_NA1Hagerstown25999,Generator,Latitude,39.6189
USA_Sto_NA1Hagerstown25999,Generator,Longitude,-77.7121
USA_Sto_NRGElbowCreek26025,Generator,Latitude,32.1676
USA_Sto_NRGElbowCreek26025,Generator,Longitude,-101.4792
USA_Sto_OrtegaHighway26471,Generator,Latitude,33.5621
USA_Sto_OrtegaHighway26471,Generator,Longitude,-117.5438
USA_Sto_PalaEnergySto26592,Generator,Latitude,33.3565
USA_Sto_PalaEnergySto26592,Generator,Longitude,-117.1136
USA_Sto_PimaEnergySto26777,Generator,Latitude,32.2516
USA_Sto_PimaEnergySto26777,Generator,Longitude,-110.9913
USA_Sto_ProsperityEner26990,Generator,Latitude,35.0019
USA_Sto_ProsperityEner26990,Generator,Longitude,-106.6372
USA_Sto_SalemSmartPow27524,Generator,Latitude,44.922
USA_Sto_SalemSmartPow27524,Generator,Longitude,-123.0183
USA_Sto_SantaRitaJail27616,Generator,Latitude,37.7192
USA_Sto_SantaRitaJail27616,Generator,Longitude,-121.8869
USA_Sto_StaffordHillS28135,Generator,Latitude,43.6194
USA_Sto_StaffordHillS28135,Generator,Longitude,-72.9503
USA_Sto_StephentownSpi28180,Generator,Latitude,42.5565
USA_Sto_StephentownSpi28180,Generator,Longitude,-73.3775
USA_Sto_SystemControl28367,Generator,Latitude,30.2199
USA_Sto_SystemControl28367,Generator,Longitude,-97.7088
USA_Sto_TehachapiEnerg28443,Generator,Latitude,35.1233
USA_Sto_TehachapiEnerg28443,Generator,Longitude,-118.38
USA_Sto_TurnerEnergyS28656,Generator,Latitude,46.7518
USA_Sto_TurnerEnergyS28656,Generator,Longitude,-117.1614
USA_Sto_VacaDixonBatt28804,Generator,Latitude,38.3933
USA_Sto_VacaDixonBatt28804,Generator,Longitude,-121.9278
USA_Sto_VanadiumRedox28839,Generator,Latitude,32.6825
USA_Sto_VanadiumRedox28839,Generator,Longitude,-116.9888
USA_Sto_WalterCBeckjo29002,Generator,Latitude,38.9917
USA_Sto_WalterCBeckjo29002,Generator,Longitude,-84.2981
USA_Sto_WilleyBattery29336,Generator,Latitude,39.2877
USA_Sto_WilleyBattery29336,Generator,Longitude,-84.6803
USA_Sto_YerbaBuena29505,Generator,Latitude,37.3058
USA_Sto_YerbaBuena29505,Generator,Longitude,-121.755
USA_Was_ACLandfillEne20891,Generator,Latitude,39.4175
USA_Was_ACLandfillEne20891,Generator,Longitude,-74.5422
USA_Was_AdrianEnergyA20954,Generator,Latitude,41.891
USA_Was_AdrianEnergyA20954,Generator,Longitude,-83.9929
USA_Was_ADSRenewableE20896,Generator,Latitude,32.7755
USA_Was_ADSRenewableE20896,Generator,Longitude,-83.4348
USA_Was_AgrilectricPow20965,Generator,Latitude,30.2012
USA_Was_AgrilectricPow20965,Generator,Longitude,-93.1269
USA_Was_AlbanyGreenEn20991,Generator,Latitude,31.5559
USA_Was_AlbanyGreenEn20991,Generator,Longitude,-84.1103
USA_Was_AllendaleBioma21027,Generator,Latitude,32.995
USA_Was_AllendaleBioma21027,Generator,Longitude,-81.2819
USA_Was_Allenwood21030,Generator,Latitude,41.1511
USA_Was_Allenwood21030,Generator,Longitude,-76.9178
USA_Was_AlphaRidgeLFG21055,Generator,Latitude,39.305
USA_Was_AlphaRidgeLFG21055,Generator,Longitude,-76.9019
USA_Was_AltamontGasRe21073,Generator,Latitude,37.7493
USA_Was_AltamontGasRe21073,Generator,Longitude,-121.6499
USA_Was_AltavistaPower21074,Generator,Latitude,37.1187
USA_Was_AltavistaPower21074,Generator,Longitude,-79.2736
USA_Was_AlTuri20981,Generator,Latitude,41.4043
USA_Was_AlTuri20981,Generator,Longitude,-74.3767
USA_Was_Amelia21084,Generator,Latitude,37.3097
USA_Was_Amelia21084,Generator,Longitude,-78.0589
USA_Was_AmerescoButte21085,Generator,Latitude,39.674
USA_Was_AmerescoButte21085,Generator,Longitude,-121.73
USA_Was_AmerescoChicop21086,Generator,Latitude,42.1626
USA_Was_AmerescoChicop21086,Generator,Longitude,-72.5367
USA_Was_AmerescoChiqui21087,Generator,Latitude,34.4317
USA_Was_AmerescoChiqui21087,Generator,Longitude,-118.6429
USA_Was_AmerescoDallas21088,Generator,Latitude,32.6486
USA_Was_AmerescoDallas21088,Generator,Longitude,-96.6444
USA_Was_AmerescoDelawa21089,Generator,Latitude,39.0339
USA_Was_AmerescoDelawa21089,Generator,Longitude,-75.7233
USA_Was_AmerescoDelawa21090,Generator,Latitude,38.5992
USA_Was_AmerescoDelawa21090,Generator,Longitude,-75.4342
USA_Was_AmerescoForwar21091,Generator,Latitude,37.8834
USA_Was_AmerescoForwar21091,Generator,Longitude,-121.1851
USA_Was_AmerescoJanesv21092,Generator,Latitude,42.7083
USA_Was_AmerescoJanesv21092,Generator,Longitude,-89.0208
USA_Was_AmerescoJeffer21093,Generator,Latitude,38.5524
USA_Was_AmerescoJeffer21093,Generator,Longitude,-92.0449
USA_Was_AmerescoJohnso21094,Generator,Latitude,36.5342
USA_Was_AmerescoJohnso21094,Generator,Longitude,-121.4086
USA_Was_AmerescoKeller21095,Generator,Latitude,38.0039
USA_Was_AmerescoKeller21095,Generator,Longitude,-121.9345
USA_Was_AmerescoOxMou21096,Generator,Latitude,37.5
USA_Was_AmerescoOxMou21096,Generator,Longitude,-122.4
USA_Was_AmerescoSanJo21097,Generator,Latitude,38.0297
USA_Was_AmerescoSanJo21097,Generator,Longitude,-120.9297
USA_Was_AmerescoSanta21098,Generator,Latitude,36.9178
USA_Was_AmerescoSanta21098,Generator,Longitude,-121.8156
USA_Was_AmerescoStaffo21099,Generator,Latitude,38.3842
USA_Was_AmerescoStaffo21099,Generator,Longitude,-77.4131
USA_Was_AmerescoVasco21100,Generator,Latitude,37.7544
USA_Was_AmerescoVasco21100,Generator,Longitude,-121.7289
USA_Was_AmpersandChowc21118,Generator,Latitude,37.1067
USA_Was_AmpersandChowc21118,Generator,Longitude,-120.2485
USA_Was_AndersonRegion21133,Generator,Latitude,34.5739
USA_Was_AndersonRegion21133,Generator,Longitude,-82.4621
USA_Was_AppleCampus221172,Generator,Latitude,37.33
USA_Was_AppleCampus221172,Generator,Longitude,-122.01
USA_Was_AppleDataCent21174,Generator,Latitude,35.5883
USA_Was_AppleDataCent21174,Generator,Longitude,-81.2667
USA_Was_Atascosita21255,Generator,Latitude,29.9522
USA_Was_Atascosita21255,Generator,Longitude,-95.2422
USA_Was_AthensEnergy21256,Generator,Latitude,44.9455
USA_Was_AthensEnergy21256,Generator,Longitude,-69.6607
USA_Was_AuburnLFGEner21269,Generator,Latitude,42.9441
USA_Was_AuburnLFGEner21269,Generator,Longitude,-76.5939
USA_Was_AustinGasReco21283,Generator,Latitude,30.3344
USA_Was_AustinGasReco21283,Generator,Longitude,-97.6217
USA_Was_BannockCounty21366,Generator,Latitude,42.7878
USA_Was_BannockCounty21366,Generator,Longitude,-112.3656
USA_Was_BavarianLFGTE21404,Generator,Latitude,38.8608
USA_Was_BavarianLFGTE21404,Generator,Longitude,-84.6556
USA_Was_BayCountyWast21406,Generator,Latitude,30.2661
USA_Was_BayCountyWast21406,Generator,Longitude,-85.5207
USA_Was_BayFront21407,Generator,Latitude,46.5872
USA_Was_BayFront21407,Generator,Longitude,-90.9017
USA_Was_BayViewCogene21409,Generator,Latitude,41.6883
USA_Was_BayViewCogene21409,Generator,Longitude,-83.4847
USA_Was_BCLandfillEne21314,Generator,Latitude,40.0742
USA_Was_BCLandfillEne21314,Generator,Longitude,-74.6656
USA_Was_BeecherGasRec21464,Generator,Latitude,41.3811
USA_Was_BeecherGasRec21464,Generator,Longitude,-87.6375
USA_Was_BellefontaineG21474,Generator,Latitude,40.4108
USA_Was_BellefontaineG21474,Generator,Longitude,-83.7179
USA_Was_BensonPowerBi21497,Generator,Latitude,45.3224
USA_Was_BensonPowerBi21497,Generator,Longitude,-95.6295
USA_Was_BerkeleyCounty21506,Generator,Latitude,33.1211
USA_Was_BerkeleyCounty21506,Generator,Longitude,-80.0294
USA_Was_BerlinLandfill21514,Generator,Latitude,43.9603
USA_Was_BerlinLandfill21514,Generator,Longitude,-88.9158
USA_Was_BethlehemRenew21532,Generator,Latitude,40.6216
USA_Was_BethlehemRenew21532,Generator,Longitude,-75.3102
USA_Was_BiCountyGasP21536,Generator,Latitude,36.5406
USA_Was_BiCountyGasP21536,Generator,Longitude,-87.5444
USA_Was_BigValleyPowe21570,Generator,Latitude,41.1325
USA_Was_BigValleyPowe21570,Generator,Longitude,-121.1372
USA_Was_BiomassOneLP21577,Generator,Latitude,42.4361
USA_Was_BiomassOneLP21577,Generator,Longitude,-122.85
USA_Was_BiomasstoEner21578,Generator,Latitude,21.9653
USA_Was_BiomasstoEner21578,Generator,Longitude,-159.4606
USA_Was_BJGasRecovery21317,Generator,Latitude,33.93
USA_Was_BJGasRecovery21317,Generator,Longitude,-84.2378
USA_Was_BlackburnLandf21618,Generator,Latitude,35.6067
USA_Was_BlackburnLandf21618,Generator,Longitude,-81.3006
USA_Was_BlackOakPower21613,Generator,Latitude,37.2319
USA_Was_BlackOakPower21613,Generator,Longitude,-92.4539
USA_Was_BlueLakePower21650,Generator,Latitude,40.8786
USA_Was_BlueLakePower21650,Generator,Longitude,-123.9942
USA_Was_BlueRidgeGene21655,Generator,Latitude,37.7411
USA_Was_BlueRidgeGene21655,Generator,Longitude,-83.9889
USA_Was_BlueRidgeLand21656,Generator,Latitude,39.9619
USA_Was_BlueRidgeLand21656,Generator,Longitude,-77.5611
USA_Was_BlueWaterRene21663,Generator,Latitude,42.9158
USA_Was_BlueWaterRene21663,Generator,Longitude,-82.5945
USA_Was_BMWManufacturi21320,Generator,Latitude,34.8942
USA_Was_BMWManufacturi21320,Generator,Longitude,-82.1783
USA_Was_BowermanPower21724,Generator,Latitude,33.7189
USA_Was_BowermanPower21724,Generator,Longitude,-117.7022
USA_Was_BreaExpansion21755,Generator,Latitude,33.932
USA_Was_BreaExpansion21755,Generator,Longitude,-117.8402
USA_Was_BrentRunGener21761,Generator,Latitude,43.1764
USA_Was_BrentRunGener21761,Generator,Longitude,-83.848
USA_Was_Brevard21764,Generator,Latitude,28.3926
USA_Was_Brevard21764,Generator,Longitude,-80.8287
USA_Was_BridgewaterPow21776,Generator,Latitude,43.7155
USA_Was_BridgewaterPow21776,Generator,Longitude,-71.6585
USA_Was_BristolPlant21784,Generator,Latitude,36.6019
USA_Was_BristolPlant21784,Generator,Longitude,-82.1431
USA_Was_BroadMountain21785,Generator,Latitude,40.6696
USA_Was_BroadMountain21785,Generator,Longitude,-76.3807
USA_Was_BrownCountyLF21813,Generator,Latitude,38.895
USA_Was_BrownCountyLF21813,Generator,Longitude,-83.903
USA_Was_BrownStationR21815,Generator,Latitude,38.8249
USA_Was_BrownStationR21815,Generator,Longitude,-76.7731
USA_Was_BrownStationR21816,Generator,Latitude,38.8476
USA_Was_BrownStationR21816,Generator,Longitude,-76.7859
USA_Was_BrunswickLandf21831,Generator,Latitude,36.7639
USA_Was_BrunswickLandf21831,Generator,Longitude,-77.8108
USA_Was_BuenaVistaBio21854,Generator,Latitude,38.2778
USA_Was_BuenaVistaBio21854,Generator,Longitude,-120.9136
USA_Was_BurgessBioPowe21883,Generator,Latitude,44.4719
USA_Was_BurgessBioPowe21883,Generator,Longitude,-71.1753
USA_Was_BurneyForestP21891,Generator,Latitude,40.8797
USA_Was_BurneyForestP21891,Generator,Longitude,-121.7203
USA_Was_CadillacRenewa22013,Generator,Latitude,44.2617
USA_Was_CadillacRenewa22013,Generator,Longitude,-85.4352
USA_Was_CalabasasGast22023,Generator,Latitude,34.1511
USA_Was_CalabasasGast22023,Generator,Longitude,-118.7236
USA_Was_CamdenResource22051,Generator,Latitude,39.9092
USA_Was_CamdenResource22051,Generator,Longitude,-75.1169
USA_Was_CarbonLimeston22105,Generator,Latitude,40.9975
USA_Was_CarbonLimeston22105,Generator,Longitude,-80.5208
USA_Was_CCLandfillEne21930,Generator,Latitude,36.3587
USA_Was_CCLandfillEne21930,Generator,Longitude,-114.8748
USA_Was_CedarHills22189,Generator,Latitude,47.4558
USA_Was_CedarHills22189,Generator,Longitude,-122.0428
USA_Was_ChaffeeGasRec22237,Generator,Latitude,42.5831
USA_Was_ChaffeeGasRec22237,Generator,Longitude,-78.4864
USA_Was_CharlesCity22258,Generator,Latitude,37.4389
USA_Was_CharlesCity22258,Generator,Longitude,-77.1286
USA_Was_ChautauquaLFGT22278,Generator,Latitude,42.1989
USA_Was_ChautauquaLFGT22278,Generator,Longitude,-79.3186
USA_Was_ChesterfieldLa22304,Generator,Latitude,37.3517
USA_Was_ChesterfieldLa22304,Generator,Longitude,-77.4969
USA_Was_ChestnutRidge22306,Generator,Latitude,36.1172
USA_Was_ChestnutRidge22306,Generator,Longitude,-84.0317
USA_Was_CIDGasRecover21966,Generator,Latitude,41.6588
USA_Was_CIDGasRecover21966,Generator,Longitude,-87.5777
USA_Was_CIIMethaneMan21969,Generator,Latitude,33.9256
USA_Was_CIIMethaneMan21969,Generator,Longitude,-83.2639
USA_Was_CIIMethaneMan21970,Generator,Latitude,35.5119
USA_Was_CIIMethaneMan21970,Generator,Longitude,-78.4338
USA_Was_CinnamonBayEd22360,Generator,Latitude,40.4653
USA_Was_CinnamonBayEd22360,Generator,Longitude,-74.3939
USA_Was_ClarkFloydLan22393,Generator,Latitude,38.4564
USA_Was_ClarkFloydLan22393,Generator,Longitude,-85.8375
USA_Was_ClewistonSugar22416,Generator,Latitude,26.7351
USA_Was_ClewistonSugar22416,Generator,Longitude,-80.9377
USA_Was_ClintonLFGTE22424,Generator,Latitude,40.1208
USA_Was_ClintonLFGTE22424,Generator,Longitude,-88.9611
USA_Was_ClintonLFGTEF22425,Generator,Latitude,44.6917
USA_Was_ClintonLFGTEF22425,Generator,Longitude,-73.5944
USA_Was_CoastalPlains22443,Generator,Latitude,29.4275
USA_Was_CoastalPlains22443,Generator,Longitude,-95.1876
USA_Was_COCSurryLFG21983,Generator,Latitude,36.4386
USA_Was_COCSurryLFG21983,Generator,Longitude,-80.5683
USA_Was_CoffinButte22450,Generator,Latitude,44.6969
USA_Was_CoffinButte22450,Generator,Longitude,-123.2234
USA_Was_CoGenIILLC22432,Generator,Latitude,42.9611
USA_Was_CoGenIILLC22432,Generator,Longitude,-123.3591
USA_Was_CoGenLLC22433,Generator,Latitude,44.4587
USA_Was_CoGenLLC22433,Generator,Longitude,-118.7206
USA_Was_ColdCanyon122465,Generator,Latitude,35.1867
USA_Was_ColdCanyon122465,Generator,Longitude,-120.5994
USA_Was_CollinsPinePr22479,Generator,Latitude,40.3034
USA_Was_CollinsPinePr22479,Generator,Longitude,-121.2444
USA_Was_ColonieLFGTEF22483,Generator,Latitude,42.8033
USA_Was_ColonieLFGTEF22483,Generator,Longitude,-73.7267
USA_Was_ColumbiaFloori22501,Generator,Latitude,36.0605
USA_Was_ColumbiaFloori22501,Generator,Longitude,-91.9198
USA_Was_CommerceRefuse22520,Generator,Latitude,33.9949
USA_Was_CommerceRefuse22520,Generator,Longitude,-118.1538
USA_Was_ConcordEnergy22528,Generator,Latitude,35.346
USA_Was_ConcordEnergy22528,Generator,Longitude,-80.6704
USA_Was_CosmoSpecialty22602,Generator,Latitude,46.9541
USA_Was_CosmoSpecialty22602,Generator,Longitude,-123.7611
USA_Was_CountysideGenc22624,Generator,Latitude,42.3211
USA_Was_CountysideGenc22624,Generator,Longitude,-88.0319
USA_Was_CovantaAlexand22626,Generator,Latitude,38.8014
USA_Was_CovantaAlexand22626,Generator,Longitude,-77.1288
USA_Was_CovantaBabylon22627,Generator,Latitude,40.7348
USA_Was_CovantaBabylon22627,Generator,Longitude,-73.3868
USA_Was_CovantaBristol22628,Generator,Latitude,41.6492
USA_Was_CovantaBristol22628,Generator,Longitude,-72.9153
USA_Was_CovantaDelano22629,Generator,Latitude,35.7144
USA_Was_CovantaDelano22629,Generator,Longitude,-119.2337
USA_Was_CovantaDelawar22630,Generator,Latitude,39.8265
USA_Was_CovantaDelawar22630,Generator,Longitude,-75.3882
USA_Was_CovantaEssexC22631,Generator,Latitude,40.7376
USA_Was_CovantaEssexC22631,Generator,Longitude,-74.1255
USA_Was_CovantaFairfax22632,Generator,Latitude,38.695
USA_Was_CovantaFairfax22632,Generator,Longitude,-77.2411
USA_Was_CovantaHaverhi22633,Generator,Latitude,42.765
USA_Was_CovantaHaverhi22633,Generator,Longitude,-71.1242
USA_Was_CovantaHempste22634,Generator,Latitude,40.7389
USA_Was_CovantaHempste22634,Generator,Longitude,-73.5906
USA_Was_CovantaHennepi22635,Generator,Latitude,44.9833
USA_Was_CovantaHennepi22635,Generator,Longitude,-93.2804
USA_Was_CovantaIndiana22636,Generator,Latitude,39.7345
USA_Was_CovantaIndiana22636,Generator,Longitude,-86.1891
USA_Was_CovantaLakeCo22637,Generator,Latitude,28.7402
USA_Was_CovantaLakeCo22637,Generator,Longitude,-81.8892
USA_Was_CovantaMarion22638,Generator,Latitude,45.0485
USA_Was_CovantaMarion22638,Generator,Longitude,-122.9628
USA_Was_CovantaMendota22639,Generator,Latitude,36.7559
USA_Was_CovantaMendota22639,Generator,Longitude,-120.3654
USA_Was_CovantaNiagara22640,Generator,Latitude,43.0839
USA_Was_CovantaNiagara22640,Generator,Longitude,-79.0056
USA_Was_CovantaPlymout22641,Generator,Latitude,40.0967
USA_Was_CovantaPlymout22641,Generator,Longitude,-75.3103
USA_Was_CovantaSouthea22642,Generator,Latitude,41.475
USA_Was_CovantaSouthea22642,Generator,Longitude,-72.0688
USA_Was_CovantaStanisl22643,Generator,Latitude,37.3853
USA_Was_CovantaStanisl22643,Generator,Longitude,-121.141
USA_Was_CovantaTulsaR22644,Generator,Latitude,36.1319
USA_Was_CovantaTulsaR22644,Generator,Longitude,-96.0181
USA_Was_CovantaWarren22645,Generator,Latitude,40.8205
USA_Was_CovantaWarren22645,Generator,Longitude,-75.0112
USA_Was_CovelGardensG22648,Generator,Latitude,29.3467
USA_Was_CovelGardensG22648,Generator,Longitude,-98.6536
USA_Was_CovingtonFacil22650,Generator,Latitude,37.7997
USA_Was_CovingtonFacil22650,Generator,Longitude,-79.9947
USA_Was_CoxWastetoEn22657,Generator,Latitude,37.3208
USA_Was_CoxWastetoEn22657,Generator,Longitude,-85.3611
USA_Was_CPIUSANCRoxb21986,Generator,Latitude,36.435
USA_Was_CPIUSANCRoxb21986,Generator,Longitude,-78.9619
USA_Was_CPIUSANCSout21987,Generator,Latitude,33.9444
USA_Was_CPIUSANCSout21987,Generator,Longitude,-78.0118
USA_Was_CravenCountyW22670,Generator,Latitude,35.1302
USA_Was_CravenCountyW22670,Generator,Longitude,-77.1679
USA_Was_CrodaAtlasPoi22693,Generator,Latitude,39.6933
USA_Was_CrodaAtlasPoi22693,Generator,Longitude,-75.5431
USA_Was_CSLGasRecover21994,Generator,Latitude,26.288
USA_Was_CSLGasRecover21994,Generator,Longitude,-80.1665
USA_Was_CTResourceRec22003,Generator,Latitude,41.7505
USA_Was_CTResourceRec22003,Generator,Longitude,-72.653
USA_Was_CumberlandCoun22716,Generator,Latitude,40.1356
USA_Was_CumberlandCoun22716,Generator,Longitude,-77.5072
USA_Was_CumberlandCoun22717,Generator,Latitude,39.4494
USA_Was_CumberlandCoun22717,Generator,Longitude,-75.0928
USA_Was_DADSGasRecove22743,Generator,Latitude,39.6522
USA_Was_DADSGasRecove22743,Generator,Longitude,-104.7161
USA_Was_DANCLFGTEFaci22744,Generator,Latitude,43.82
USA_Was_DANCLFGTEFaci22744,Generator,Longitude,-75.9175
USA_Was_DaneCountyLan22784,Generator,Latitude,43.0453
USA_Was_DaneCountyLan22784,Generator,Longitude,-89.2539
USA_Was_Darrington22797,Generator,Latitude,48.2697
USA_Was_Darrington22797,Generator,Longitude,-121.6
USA_Was_DartContainer22798,Generator,Latitude,40.0865
USA_Was_DartContainer22798,Generator,Longitude,-76.176
USA_Was_DavidsonGasPr22810,Generator,Latitude,35.8413
USA_Was_DavidsonGasPr22810,Generator,Longitude,-80.1835
USA_Was_DecaturMorgan22838,Generator,Latitude,34.6236
USA_Was_DecaturMorgan22838,Generator,Longitude,-87.1011
USA_Was_DeercroftII22852,Generator,Latitude,41.6514
USA_Was_DeercroftII22852,Generator,Longitude,-86.9036
USA_Was_DeertrackPark22861,Generator,Latitude,43.09
USA_Was_DeertrackPark22861,Generator,Longitude,-88.7397
USA_Was_DentonPowerLL22889,Generator,Latitude,33.1919
USA_Was_DentonPowerLL22889,Generator,Longitude,-97.0761
USA_Was_DesertViewPow22911,Generator,Latitude,33.586
USA_Was_DesertViewPow22911,Generator,Longitude,-116.0873
USA_Was_DesPlainesGas22901,Generator,Latitude,42.0671
USA_Was_DesPlainesGas22901,Generator,Longitude,-87.8862
USA_Was_DFWGasRecover22752,Generator,Latitude,33.0196
USA_Was_DFWGasRecover22752,Generator,Longitude,-96.962
USA_Was_DGWhitefieldL22756,Generator,Latitude,44.358
USA_Was_DGWhitefieldL22756,Generator,Longitude,-71.5449
USA_Was_DillardComplex22945,Generator,Latitude,43.0895
USA_Was_DillardComplex22945,Generator,Longitude,-123.4156
USA_Was_DinubaEnergy22950,Generator,Latitude,36.5715
USA_Was_DinubaEnergy22950,Generator,Longitude,-119.4192
USA_Was_DomtarPaperCo22978,Generator,Latitude,35.8628
USA_Was_DomtarPaperCo22978,Generator,Longitude,-76.7831
USA_Was_DorchesterBiom22987,Generator,Latitude,33.2386
